src,dst,Protocol,pktrate,pktperflow,dur,dur_nsec,bytecount,pktcount
12.0,2.0,1,321,9642,136,772000000,45423906,43593
3.0,13.0,3,449,13499,87,210000000,41799992,39212
11.0,16.0,3,314,9442,160,790000000,52971112,50836
14.0,3.0,1,0,29,171,888000000,16366,167
10.0,13.0,3,443,13309,65,668000000,31417152,29472
17.0,15.0,1,1,30,921,325000000,88102,899
10.0,16.0,3,449,13474,48,817000000,23914644,22434
14.0,2.0,1,0,29,532,843000000,50960,520
18.0,10.0,1,1,30,41,506000000,3920,40
10.0,16.0,3,451,13533,259,462000000,124941596,117206
1.0,14.0,1,0,29,42,924000000,4018,41
5.0,1.0,1,1,30,923,202000000,88494,903
3.0,15.0,3,446,13388,41,852000000,20401108,19138
3.0,15.0,1,0,29,260,134000000,24794,253
10.0,16.0,3,451,13533,259,462000000,124941596,117206
13.0,16.0,2,320,9620,256,226000000,5005220,75830
0.0,16.0,3,0,0,9,736000000,4830046,4531
12.0,13.0,3,306,9208,197,410000000,63943372,61366
16.0,14.0,2,577,17313,202,934000000,6332202,117263
7.0,17.0,1,0,29,661,500000000,63210,645
0.0,15.0,3,0,0,12,891000000,6360822,5967
13.0,16.0,3,443,13299,280,693000000,134478032,126152
17.0,4.0,2,286,8593,318,4000000,5543060,95570
17.0,3.0,1,0,29,763,116000000,73108,746
16.0,13.0,1,0,29,609,863000000,58212,594
10.0,16.0,1,0,29,173,70000000,16464,168
16.0,0.0,1,0,0,7,870000000,2430986,2333
0.0,15.0,1,0,29,1581,394000000,135629736,131732
0.0,15.0,1,0,29,441,198000000,42140,430
12.0,5.0,2,327,9823,223,297000000,4750248,71970
6.0,11.0,2,285,8575,292,308000000,4672242,86523
11.0,16.0,3,313,9404,190,791000000,62770080,60240
0.0,11.0,1,0,29,778,511000000,74480,760
5.0,11.0,2,280,8405,316,963000000,5444750,93875
15.0,17.0,1,0,29,181,580000000,17346,177
2.0,16.0,3,451,13536,229,292000000,110351254,103519
13.0,1.0,1,0,29,1003,312000000,95942,979
12.0,8.0,2,272,8188,265,565000000,4353944,75068
5.0,15.0,1,0,29,862,934000000,81144,828
5.0,15.0,2,286,8602,134,229000000,2436000,42000
10.0,16.0,1,0,29,42,952000000,4018,41
0.0,15.0,1,0,29,131,100000000,12446,127
15.0,1.0,1,1,30,773,384000000,73990,755
16.0,11.0,1,1,30,508,196000000,48608,496
13.0,6.0,2,607,18224,146,84000000,4566942,84573
13.0,11.0,3,256,7689,147,323000000,43390964,41642
3.0,10.0,2,443,13306,231,267000000,113229536,101232
10.0,11.0,3,288,8660,377,586000000,117152060,112430
2.0,11.0,3,238,7165,436,966000000,131877604,126562
2.0,16.0,3,448,13454,49,282000000,23989264,22504
9.0,17.0,1,1,30,711,419000000,68012,694
1.0,15.0,3,310,9314,233,395000000,75975346,72913
0.0,3.0,2,322,9672,80,339000000,1517442,22989
12.0,6.0,2,603,18110,123,155000000,3774546,69899
0.0,15.0,1,0,29,99,880000000,9506,97
17.0,13.0,1,0,29,348,176000000,33222,339
18.0,13.0,3,0,0,25,327000000,12690730,11905
0.0,15.0,1,297,8924,249,151000000,72123072,69216
0.0,16.0,3,451,13535,100,552000000,48268480,45280
14.0,1.0,1,0,29,673,144000000,64484,658
16.0,0.0,1,0,29,170,956000000,16268,166
14.0,14.0,2,284,8541,377,9000000,6609506,113957
10.0,16.0,1,287,8631,301,331000000,87055974,83547
13.0,5.0,2,266,7994,270,60000000,4107564,76066
16.0,3.0,1,0,29,31,201000000,2940,30
1.0,16.0,3,264,7947,290,314000000,91205218,87529
16.0,12.0,1,0,29,1701,400000000,135641202,131849
7.0,11.0,2,273,8210,416,789000000,7067532,121854
14.0,2.0,1,1,30,591,867000000,56644,578
3.0,13.0,3,451,13538,137,73000000,65854282,61777
3.0,15.0,1,246,7389,37,871000000,10130324,9722
14.0,17.0,1,0,0,18,274000000,1666,17
1.0,16.0,3,312,9360,50,480000000,16379198,15719
1.0,11.0,3,454,13649,53,13000000,27144624,25464
0.0,5.0,2,248,7457,229,146000000,4037206,69607
0.0,16.0,3,448,13463,70,288000000,33755956,31666
13.0,11.0,2,445,13357,84,519000000,41239948,36442
10.0,3.0,2,311,9334,44,797000000,856548,15862
5.0,0.0,2,278,8362,199,171000000,3599944,62068
12.0,13.0,3,449,13492,72,761000000,36711974,34439
2.0,16.0,3,452,13585,170,261000000,81759002,76697
1.0,5.0,1,289,8687,232,478000000,66136782,63471
9.0,15.0,3,0,0,3,452000000,1012824,972
0.0,3.0,2,279,8397,311,306000000,147082226,133681
16.0,10.0,1,1,30,159,912000000,15288,156
10.0,15.0,1,0,29,651,169000000,62230,635
2.0,13.0,1,0,29,391,881000000,37436,382
3.0,8.0,2,309,9271,247,6000000,4202118,77817
14.0,16.0,3,449,13478,80,676000000,38571078,36183
3.0,13.0,3,312,9380,107,458000000,34973688,33564
16.0,13.0,1,1,30,190,899000000,18228,186
18.0,9.0,1,0,1,1051,640000000,97902,999
11.0,16.0,3,314,9432,130,787000000,43132548,41394
1.0,11.0,3,310,9322,76,911000000,25523790,24495
5.0,15.0,2,303,9106,204,596000000,3630104,62588
16.0,0.0,1,1,30,939,972000000,89866,917
17.0,10.0,1,0,29,733,134000000,70266,717
0.0,16.0,3,448,13463,70,551000000,33840170,31745
3.0,0.0,2,446,13401,80,491000000,39359226,34697
12.0,6.0,2,448,13465,153,303000000,75189474,68261
16.0,10.0,1,0,29,221,87000000,21070,215
13.0,11.0,1,0,29,218,516000000,20874,213
3.0,13.0,3,312,9380,107,289000000,34946596,33538
5.0,11.0,2,445,13375,273,341000000,133806656,121120
15.0,17.0,1,301,9049,136,262000000,42620926,40903
12.0,15.0,3,447,13430,53,104000000,25460344,23884
3.0,16.0,1,0,29,283,47000000,27048,276
14.0,16.0,3,449,13478,80,625000000,38555088,36168
18.0,9.0,1,1,30,861,445000000,82418,841
4.0,11.0,2,612,18373,230,259000000,7657686,141809
18.0,12.0,2,334,10042,250,613000000,5443844,82478
15.0,16.0,3,0,0,0,837000000,302744,284
13.0,11.0,2,308,9242,77,897000000,1413112,24364
2.0,16.0,3,448,13454,49,282000000,23989264,22504
10.0,3.0,2,440,13204,61,288000000,29954002,26641
15.0,15.0,1,0,29,780,178000000,74578,761
10.0,16.0,3,448,13464,168,826000000,81535142,76487
6.0,11.0,2,608,18264,52,986000000,1677942,31073
16.0,10.0,1,0,29,350,184000000,33418,341
14.0,3.0,1,0,29,598,505000000,57232,584
3.0,15.0,3,451,13532,281,874000000,135710328,127308
12.0,13.0,3,41,1234,325,362000000,143467610,134585
12.0,13.0,3,450,13529,83,618000000,41608112,39032
2.0,11.0,2,308,9258,107,900000000,1950076,33622
8.0,3.0,2,445,13379,114,45000000,55732488,50684
2.0,12.0,2,207,6216,443,867000000,7004934,129721
12.0,15.0,3,446,13385,172,88000000,82929470,77795
14.0,16.0,1,1,30,598,375000000,57232,584
14.0,16.0,3,0,0,20,672000000,9932988,9318
14.0,16.0,2,313,9401,68,810000000,1449222,21957
3.0,15.0,3,447,13429,101,858000000,49230012,46182
0.0,11.0,3,273,8216,357,486000000,104003062,99811
12.0,2.0,1,0,29,458,533000000,43806,447
16.0,6.0,2,0,0,1,142000000,80622,1493
18.0,15.0,1,0,29,1131,376000000,126714,1293
14.0,15.0,1,0,29,818,389000000,78204,798
1.0,11.0,3,451,13531,147,240000000,70637424,66264
10.0,16.0,3,451,13533,258,834000000,124814742,117087
0.0,15.0,3,451,13535,191,698000000,92569308,86838
5.0,11.0,2,0,0,3,146000000,66474,1007
10.0,16.0,3,451,13536,80,736000000,38676612,36282
14.0,3.0,1,1,30,151,860000000,14504,148
14.0,2.0,1,301,9035,90,956000000,28720646,27563
16.0,12.0,1,0,28,139,764000000,13230,135
17.0,13.0,3,449,13491,176,735000000,84916494,79659
0.0,11.0,3,450,13526,257,341000000,123441734,115799
17.0,10.0,1,1,30,583,129000000,55958,571
16.0,2.0,1,1,30,961,404000000,91924,938
11.0,16.0,3,154,4645,430,766000000,135434992,129976
3.0,10.0,2,201,6058,433,846000000,6588702,122013
16.0,13.0,1,0,29,843,238000000,80360,820
13.0,16.0,2,446,13388,156,167000000,74774562,65681
0.0,15.0,1,0,29,1280,189000000,140924,1438
0.0,15.0,1,0,29,170,135000000,16170,165
13.0,2.0,2,319,9588,131,46000000,2826762,42829
14.0,10.0,1,0,29,848,377000000,81046,827
10.0,16.0,3,443,13307,290,407000000,139270768,130648
13.0,15.0,1,0,29,130,891000000,12446,127
10.0,11.0,3,443,13309,65,86000000,31365984,29424
3.0,13.0,3,188,5655,312,747000000,143576342,134687
18.0,13.0,3,188,5655,313,359000000,143598728,134708
12.0,6.0,2,445,13375,163,308000000,80019670,72543
1.0,11.0,3,289,8683,287,69000000,83376672,80016
16.0,2.0,1,1,30,930,237000000,88984,908
15.0,13.0,2,582,17478,354,132000000,11472354,212451
14.0,10.0,1,0,29,628,367000000,60074,613
9.0,15.0,3,307,9239,63,430000000,20490930,19665
7.0,13.0,2,278,8357,229,537000000,3756602,64769
2.0,13.0,3,451,13538,35,240000000,17473872,16392
16.0,5.0,2,289,8672,138,960000000,2252448,41712
1.0,11.0,3,272,8167,407,524000000,119440292,114626
14.0,7.0,2,589,17684,201,33000000,5948748,110162
16.0,13.0,1,0,29,768,370000000,73402,749
13.0,0.0,2,302,9071,78,835000000,1123902,20813
12.0,1.0,1,1,30,863,394000000,82614,843
4.0,1.0,2,276,8292,169,44000000,3188598,48305
0.0,15.0,1,0,29,549,929000000,52528,536
13.0,5.0,2,448,13468,216,163000000,104262960,92552
16.0,0.0,1,0,29,860,3000000,82222,839
16.0,16.0,2,325,9778,299,173000000,6417594,97233
17.0,3.0,1,1,30,502,913000000,48118,491
17.0,4.0,2,300,9020,150,247000000,2569374,47581
14.0,15.0,1,1,30,601,833000000,57624,588
2.0,12.0,2,271,8139,301,735000000,4925186,84917
16.0,14.0,1,0,29,852,981000000,80262,819
12.0,13.0,3,312,9380,106,373000000,34777792,33376
5.0,15.0,2,291,8748,218,675000000,3546612,65678
13.0,16.0,3,449,13474,220,244000000,105761058,99213
13.0,16.0,3,449,13494,190,244000000,91397774,85739
1.0,15.0,3,247,7431,443,425000000,131507694,126207
12.0,1.0,1,0,29,443,315000000,42336,432
18.0,7.0,1,0,29,1021,698000000,97804,998
12.0,13.0,3,422,12679,35,561000000,15725632,14752
16.0,3.0,1,0,29,870,197000000,83202,849
12.0,2.0,2,239,7170,457,833000000,6979778,120341
18.0,12.0,2,450,13516,250,634000000,122474720,111392
2.0,12.0,2,295,8863,29,771000000,521188,8986
18.0,16.0,2,610,18322,168,939000000,5617512,104028
5.0,11.0,2,284,8549,136,947000000,2378522,41009
16.0,11.0,1,296,8894,172,391000000,47973680,46040
6.0,0.0,2,303,9105,120,417000000,2051190,37985
12.0,1.0,2,378,11351,32,61000000,644544,11936
12.0,2.0,1,0,29,118,465000000,11270,115
2.0,15.0,1,272,8174,470,86000000,128295286,123539
18.0,3.0,2,331,9946,174,34000000,3748746,56797
18.0,13.0,3,450,13526,253,353000000,123145386,115521
16.0,3.0,1,290,8726,127,876000000,34978898,33569
16.0,16.0,2,600,18012,188,914000000,6170742,114273
14.0,3.0,1,0,29,608,546000000,58114,593
3.0,13.0,1,0,29,148,335000000,14112,144
1.0,16.0,3,223,6701,470,377000000,135368304,129912
16.0,0.0,1,298,8942,431,206000000,133019636,127658
12.0,6.0,2,0,0,23,27000000,692172,12818
16.0,0.0,1,0,29,981,324000000,93786,957
3.0,0.0,2,260,7811,230,470000000,4638126,70271
8.0,11.0,2,0,0,2,186000000,1035272,900
9.0,17.0,1,0,29,941,650000000,90062,919
2.0,16.0,3,449,13475,199,289000000,95921878,89983
16.0,10.0,1,1,30,701,176000000,67032,684
0.0,16.0,3,450,13529,39,737000000,19251960,18060
10.0,15.0,1,0,29,380,156000000,36260,370
15.0,15.0,1,1,59,890,160000000,90944,928
16.0,0.0,1,0,22,742,945000000,69874,713
13.0,2.0,2,295,8863,29,771000000,521188,8986
2.0,11.0,3,450,13529,215,258000000,103851852,97422
18.0,9.0,1,0,29,741,727000000,70952,724
1.0,13.0,1,1,30,923,251000000,88494,903
13.0,6.0,2,446,13399,135,894000000,66515144,59280
3.0,16.0,1,0,29,953,438000000,91140,930
10.0,17.0,2,443,13297,58,953000000,28792644,25946
4.0,16.0,2,328,9857,188,635000000,4095270,62047
12.0,17.0,1,1,30,421,613000000,40376,412
12.0,15.0,3,96,2900,323,127000000,143885482,134977
12.0,7.0,2,259,7786,289,915000000,4341300,74850
14.0,16.0,1,1,30,598,392000000,57232,584
13.0,5.0,2,299,8973,247,898000000,4219790,72755
8.0,3.0,2,449,13474,234,76000000,114622302,104391
3.0,1.0,2,319,9570,31,191000000,655494,9931
0.0,5.0,2,332,9985,290,370000000,5945646,90081
13.0,16.0,2,434,13020,219,16000000,107127710,96919
13.0,16.0,3,0,0,10,519000000,4921722,4617
3.0,13.0,3,447,13420,114,512000000,55842410,52385
12.0,16.0,2,273,8210,421,810000000,7079828,122066
16.0,0.0,1,0,29,1701,428000000,135641202,131849
0.0,16.0,3,451,13533,129,744000000,62458006,58591
17.0,10.0,1,0,29,482,947000000,46158,471
16.0,0.0,1,1,30,1611,424000000,135632676,131762
15.0,15.0,1,0,29,759,965000000,72618,741
3.0,13.0,1,1,30,458,318000000,43806,447
0.0,15.0,3,0,0,10,588000000,6035692,5662
11.0,16.0,3,154,4645,430,766000000,135434992,129976
1.0,11.0,1,0,29,1003,318000000,95942,979
12.0,10.0,1,0,29,1791,427000000,135649826,131937
18.0,11.0,1,0,29,241,557000000,23030,235
14.0,16.0,1,0,29,641,868000000,61348,626
1.0,16.0,3,311,9350,200,301000000,64533144,61932
10.0,15.0,1,0,29,639,946000000,61152,624
18.0,14.0,1,0,29,471,705000000,45080,460
15.0,17.0,1,303,9102,150,663000000,47677752,45756
16.0,10.0,1,0,29,130,928000000,12446,127
12.0,15.0,3,96,2900,323,127000000,143885482,134977
10.0,15.0,1,0,29,859,998000000,82222,839
14.0,16.0,1,1,30,91,519000000,8722,89
14.0,3.0,1,0,29,778,390000000,74382,759
4.0,16.0,3,0,0,0,843000000,176098,169
1.0,11.0,2,290,8727,361,806000000,6133964,105758
12.0,6.0,2,284,8548,136,576000000,2375100,40950
16.0,0.0,1,1,30,1021,432000000,97706,997
16.0,13.0,3,326,9784,58,311000000,25627706,24041
10.0,16.0,2,282,8484,151,722000000,2488200,42900
12.0,2.0,2,449,13486,184,438000000,90386750,82195
17.0,10.0,1,1,30,673,207000000,64092,654
18.0,13.0,3,78,2369,263,631000000,115922170,108745
14.0,10.0,2,277,8324,392,568000000,6541994,112793
3.0,17.0,1,1,30,841,616000000,80556,822
13.0,16.0,3,443,13299,280,556000000,134431128,126108
16.0,14.0,2,0,0,14,286000000,6944122,5749
3.0,13.0,3,448,13469,45,848000000,22403056,21016
0.0,15.0,1,1,30,981,206000000,93884,958
16.0,2.0,1,308,9259,109,856000000,35084140,33670
18.0,9.0,1,0,29,411,339000000,39298,401
13.0,2.0,2,275,8251,229,520000000,3819204,70726
14.0,16.0,3,449,13478,80,676000000,38571078,36183
9.0,15.0,3,0,0,3,425000000,1009698,969
14.0,14.0,2,0,0,24,329000000,11889694,10203
15.0,15.0,1,0,29,351,172000000,33516,342
16.0,10.0,1,1,30,81,203000000,7742,79
16.0,11.0,1,0,29,960,197000000,91826,937
0.0,16.0,2,616,18490,79,568000000,2586114,47891
6.0,0.0,2,248,7449,278,481000000,4883020,84190
13.0,11.0,3,448,13466,227,23000000,108903626,102161
1.0,11.0,3,447,13420,114,512000000,55842410,52385
15.0,12.0,2,326,9802,270,622000000,5813586,88081
16.0,13.0,1,0,28,668,366000000,63798,651
17.0,3.0,1,1,30,803,215000000,76930,785
2.0,11.0,3,276,8304,317,524000000,99580814,95567
0.0,15.0,1,1,59,861,325000000,135545358,130871
12.0,2.0,1,333,10017,287,402000000,101164654,97087
12.0,7.0,2,443,13302,62,201000000,30432936,27004
18.0,14.0,1,0,29,301,582000000,28812,294
6.0,15.0,2,498,14969,33,622000000,861678,15957
3.0,10.0,2,96,2890,321,274000000,6082614,92159
2.0,16.0,3,450,13529,290,271000000,139392292,130762
16.0,12.0,1,0,29,39,748000000,3724,38
9.0,15.0,3,311,9335,333,452000000,108687894,104307
13.0,15.0,1,0,29,549,871000000,52528,536
2.0,11.0,1,340,10203,161,409000000,58382218,56029
14.0,1.0,1,0,0,22,765000000,2156,22
12.0,15.0,3,451,13532,233,119000000,111940660,105010
16.0,10.0,1,0,28,330,167000000,31458,321
16.0,12.0,1,0,29,729,952000000,69776,712
7.0,3.0,2,313,9406,173,581000000,2929176,54244
3.0,13.0,3,445,13368,297,309000000,142530596,133706
16.0,0.0,1,1,30,1580,185000000,135629638,131731
18.0,10.0,2,294,8837,319,998000000,5659756,97582
3.0,15.0,2,254,7633,351,476000000,5754470,99215
5.0,17.0,1,0,29,31,440000000,2940,30
3.0,16.0,1,1,30,853,141000000,81830,835
9.0,15.0,3,313,9400,213,427000000,69706674,66897
3.0,15.0,3,450,13526,193,335000000,92839006,87091
1.0,15.0,3,207,6237,413,384000000,123761466,118773
13.0,17.0,2,617,18528,200,545000000,6478272,119968
16.0,0.0,1,257,7719,66,599000000,18127674,17397
6.0,15.0,2,298,8940,108,959000000,1784160,33040
1.0,15.0,3,310,9314,233,345000000,75965968,72904
14.0,1.0,1,0,20,1033,288000000,97608,996
5.0,11.0,2,303,9118,153,175000000,2408400,44600
4.0,16.0,3,315,9477,60,865000000,19918872,19116
15.0,15.0,1,0,29,1221,357000000,135595338,131381
14.0,10.0,1,1,30,798,406000000,76342,779
17.0,13.0,3,191,5741,315,921000000,143653094,134759
17.0,15.0,1,1,58,920,132000000,135556628,130986
18.0,9.0,1,0,29,571,593000000,54684,558
13.0,11.0,3,265,7973,327,484000000,95441990,91595
18.0,12.0,2,311,9332,84,446000000,1517860,26170
14.0,16.0,1,1,30,1018,417000000,97412,994
2.0,15.0,1,300,9018,268,258000000,83748666,80373
16.0,0.0,1,1,30,761,122000000,72814,743
10.0,16.0,3,449,13474,50,733000000,24247236,22746
7.0,17.0,1,0,29,541,497000000,51744,528
1.0,11.0,3,263,7901,376,653000000,110790650,106325
14.0,1.0,1,293,8813,328,117000000,96089072,92216
3.0,7.0,2,450,13503,244,80000000,119593550,109127
2.0,11.0,3,11,332,35,83000000,3242772,3042
11.0,16.0,3,305,9156,340,804000000,111131384,106652
2.0,11.0,3,443,13311,276,434000000,132744716,124526
2.0,1.0,1,0,29,33,118000000,3136,32
11.0,16.0,3,311,9343,220,793000000,72505486,69583
6.0,11.0,2,105,3157,323,395000000,146980762,132065
1.0,11.0,3,448,13468,173,627000000,84715020,79470
12.0,15.0,3,447,13430,51,301000000,25170392,23612
12.0,15.0,1,1,30,830,154000000,79380,810
16.0,12.0,1,1,30,1491,393000000,135621210,131645
16.0,0.0,1,1,30,459,928000000,44002,449
10.0,11.0,1,340,10201,378,241000000,133308270,127935
12.0,15.0,3,450,13526,201,313000000,97225596,91206
12.0,7.0,2,545,16362,322,198000000,9107370,168655
3.0,15.0,3,453,13615,72,876000000,35106578,32933
0.0,15.0,3,451,13538,252,911000000,121364100,113850
16.0,16.0,1,1,30,341,75000000,32634,333
15.0,12.0,2,280,8427,70,274000000,1217862,22553
15.0,16.0,2,327,9812,119,153000000,2527122,38287
14.0,16.0,3,450,13527,200,706000000,96307770,90345
0.0,5.0,2,300,9023,69,199000000,1359926,23447
10.0,16.0,2,84,2538,499,47000000,14039730,259995
1.0,15.0,3,314,9427,83,333000000,27205578,26109
16.0,0.0,1,305,9160,291,150000000,76886794,74045
10.0,17.0,1,1,30,911,652000000,87220,890
3.0,15.0,3,446,13388,41,852000000,20401108,19138
3.0,15.0,3,453,13615,162,878000000,78371254,73519
17.0,17.0,1,0,29,373,70000000,35672,364
10.0,16.0,3,451,13533,258,834000000,124814742,117087
16.0,10.0,1,0,29,791,193000000,75558,771
17.0,10.0,2,269,8096,279,96000000,4988352,75578
12.0,15.0,1,0,29,478,194000000,45668,466
13.0,11.0,3,454,13649,53,13000000,27144624,25464
12.0,4.0,2,610,18329,140,887000000,4699512,87028
16.0,0.0,1,0,29,260,178000000,24794,253
0.0,15.0,3,451,13538,253,263000000,121401410,113885
13.0,16.0,3,455,13663,160,663000000,77129364,72354
16.0,16.0,1,306,9201,239,670000000,74575940,71570
6.0,11.0,2,592,17784,263,9000000,8346942,154573
0.0,3.0,2,324,9747,91,227000000,1857186,28137
10.0,16.0,3,443,13307,288,837000000,139000004,130394
14.0,7.0,2,74,2222,321,286000000,5944218,90061
12.0,13.0,3,312,9380,107,458000000,34973688,33564
0.0,15.0,3,450,13526,100,594000000,49142600,46100
7.0,11.0,2,286,8604,214,72000000,3385344,58368
1.0,2.0,1,280,8418,271,47000000,78893988,75714
14.0,1.0,1,1,30,503,156000000,48216,492
18.0,9.0,1,0,29,321,352000000,30674,313
13.0,0.0,2,542,16278,308,368000000,9365004,173426
0.0,15.0,3,446,13385,71,684000000,34872058,32713
3.0,15.0,1,0,29,530,215000000,50666,517
13.0,14.0,2,308,9264,144,450000000,2574214,44383
1.0,11.0,2,424,12724,169,60000000,82514974,72591
1.0,11.0,3,448,13469,45,848000000,22403056,21016
9.0,15.0,3,236,7106,423,487000000,135458958,129999
1.0,16.0,3,312,9360,50,286000000,16312510,15655
16.0,13.0,1,298,8944,61,408000000,19002954,18237
12.0,13.0,3,0,0,25,243000000,12702456,11916
9.0,17.0,1,1,30,781,515000000,74774,763
16.0,0.0,1,1,30,1670,186000000,135638262,131819
14.0,15.0,2,552,16586,411,44000000,12193092,225798
1.0,15.0,3,308,9245,263,397000000,85608636,82158
16.0,17.0,1,1,30,161,77000000,15386,157
10.0,16.0,3,450,13529,139,453000000,67310438,63143
16.0,2.0,1,0,29,99,957000000,9506,97
0.0,15.0,3,451,13532,161,693000000,78140998,73303
10.0,13.0,3,311,9357,267,478000000,77530010,74405
0.0,15.0,3,451,13532,131,690000000,63715886,59771
9.0,15.0,3,313,9400,213,427000000,69706674,66897
0.0,16.0,3,443,13306,190,299000000,91220818,85573
17.0,13.0,3,450,13528,266,746000000,128182236,120246
1.0,11.0,3,451,13530,85,327000000,41663544,39084
6.0,15.0,2,401,12044,294,327000000,141366140,125002
10.0,15.0,1,0,29,649,985000000,62132,634
14.0,3.0,1,0,29,288,363000000,27538,281
10.0,15.0,1,1,30,459,915000000,44002,449
12.0,0.0,1,0,29,118,498000000,11270,115
12.0,15.0,3,0,0,22,80000000,10976602,10297
16.0,10.0,1,281,8433,71,40000000,20076214,19267
9.0,15.0,3,0,0,3,408000000,1001362,961
17.0,13.0,3,451,13533,296,748000000,142608414,133779
0.0,6.0,2,244,7329,290,305000000,4913992,84724
17.0,13.0,3,235,7070,406,962000000,124411674,119397
18.0,13.0,3,274,8223,287,296000000,90897828,87234
9.0,15.0,3,312,9373,123,418000000,40258712,38636
0.0,6.0,2,492,14768,347,778000000,10781748,199662
14.0,16.0,3,452,13584,260,702000000,124951190,117215
12.0,2.0,1,0,29,148,452000000,14112,144
3.0,15.0,1,1,30,921,282000000,88102,899
3.0,13.0,1,1,30,638,557000000,61054,623
5.0,0.0,2,335,10073,270,347000000,5901312,89410
1.0,15.0,3,310,9310,293,350000000,95300278,91459
14.0,1.0,1,285,8553,238,94000000,68875158,66099
1.0,16.0,3,0,0,20,284000000,6559390,6295
13.0,16.0,3,294,8845,310,738000000,143906802,134997
18.0,12.0,2,276,8305,374,846000000,6215292,115098
13.0,11.0,1,0,0,28,451000000,2646,27
7.0,3.0,2,313,9392,135,273000000,2378592,44048
3.0,1.0,2,450,13500,475,533000000,13983246,258949
17.0,13.0,1,0,29,708,369000000,67718,691
14.0,17.0,2,509,15299,288,967000000,9316728,172532
2.0,16.0,3,450,13525,259,295000000,124768904,117044
16.0,12.0,1,0,29,1790,204000000,135649728,131936
13.0,16.0,3,0,0,10,233000000,4852432,4552
6.0,0.0,2,456,13681,328,782000000,9793872,181368
0.0,16.0,3,451,13533,130,719000000,62720242,58837
16.0,3.0,1,290,8726,127,876000000,34978898,33569
7.0,13.0,2,0,0,11,864000000,307980,5310
17.0,3.0,1,277,8334,112,701000000,30894258,29649
16.0,17.0,1,0,29,891,354000000,85162,869
0.0,3.0,2,423,12694,50,477000000,24604256,21296
12.0,2.0,1,0,29,188,302000000,17934,183
10.0,16.0,3,451,13533,230,401000000,110659328,103808
14.0,17.0,1,0,29,628,380000000,60074,613
16.0,3.0,2,253,7615,400,852000000,6607882,113929
0.0,15.0,1,300,9018,269,1000000,83885168,80504
1.0,16.0,3,223,6701,470,570000000,135434992,129976
0.0,15.0,3,450,13526,101,687000000,49290774,46239
12.0,15.0,1,0,29,80,58000000,7546,77
4.0,16.0,3,315,9477,60,849000000,19915746,19113
13.0,6.0,2,295,8855,218,752000000,3698022,63759
0.0,3.0,2,441,13237,211,296000000,102226570,91981
7.0,3.0,2,403,12116,446,130000000,13257594,245511
10.0,16.0,3,448,13463,170,396000000,81805906,76741
3.0,15.0,3,451,13542,132,876000000,63857664,59904
14.0,3.0,1,1,30,378,363000000,36162,369
17.0,15.0,1,0,29,461,192000000,44002,449
4.0,1.0,1,1,30,133,22000000,12740,130
0.0,16.0,3,443,13306,189,750000000,91068380,85430
10.0,11.0,3,273,8216,357,486000000,104003062,99811
14.0,16.0,2,211,6353,453,366000000,7523064,129708
2.0,13.0,1,1,30,1011,999000000,96922,989
16.0,5.0,2,421,12648,64,315000000,31455178,27537
16.0,6.0,2,315,9454,124,262000000,2377878,36021
18.0,10.0,1,303,9102,391,439000000,119248564,114442
3.0,10.0,2,232,6981,457,948000000,6840072,126668
16.0,0.0,2,0,0,16,531000000,376246,6487
14.0,17.0,1,1,30,88,342000000,8428,86
10.0,16.0,1,0,29,433,216000000,41356,422
3.0,10.0,2,446,13402,141,375000000,69119484,60442
8.0,3.0,2,0,0,23,999000000,504726,7647
6.0,0.0,2,298,8956,96,882000000,1695762,31403
14.0,15.0,1,0,29,788,380000000,75362,769
12.0,4.0,2,610,18328,143,420000000,4705668,87142
10.0,16.0,2,448,13465,278,678000000,136216652,124010
5.0,11.0,2,283,8506,80,275000000,1352862,25053
13.0,11.0,3,451,13530,83,13000000,41567604,38994
1.0,11.0,1,0,18,1033,194000000,97902,999
2.0,1.0,1,258,7754,142,6000000,38817626,37253
3.0,13.0,3,449,13491,227,338000000,109023018,102273
18.0,11.0,1,1,30,551,869000000,52822,539
18.0,3.0,2,449,13485,241,325000000,116963212,105466
12.0,1.0,1,0,29,168,469000000,16072,164
17.0,15.0,1,0,29,750,174000000,71736,732
12.0,13.0,3,78,2369,265,340000000,115977602,108797
13.0,16.0,1,1,30,193,119000000,18130,185
8.0,11.0,2,509,15298,352,269000000,9933786,183959
5.0,11.0,2,443,13312,83,250000000,40729602,35809
12.0,17.0,1,1,30,151,602000000,14504,148
18.0,9.0,1,0,29,741,400000000,70854,723
4.0,16.0,3,315,9477,60,865000000,19918872,19116
12.0,15.0,3,451,13532,263,123000000,126365772,118542
1.0,11.0,3,0,0,28,111000000,0,0
14.0,3.0,2,326,9787,41,225000000,892272,13518
18.0,13.0,3,451,13531,144,515000000,70266456,65916
11.0,16.0,3,313,9404,190,791000000,62770080,60240
12.0,13.0,3,306,9205,147,362000000,47755902,45831
1.0,14.0,1,0,29,853,280000000,81340,830
5.0,1.0,1,0,29,683,368000000,65366,667
17.0,3.0,1,0,29,532,856000000,50960,520
3.0,13.0,3,235,7070,407,535000000,124511706,119493
14.0,3.0,1,1,30,48,305000000,4606,47
1.0,16.0,3,308,9243,230,498000000,74231038,71239
0.0,15.0,3,446,13385,73,246000000,35086324,32914
