dst,src,Protocol,pktcount,pktcount,label
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,0.0,3,72267,72267,0
16.0,1.0,3,71239,71239,1
16.0,1.0,3,34217,34217,1
16.0,0.0,3,134933,134933,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,34217,34217,1
16.0,4.0,3,111403,111403,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,34217,34217,1
16.0,0.0,3,134933,134933,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,4.0,3,111403,111403,1
16.0,0.0,3,134933,134933,1
16.0,4.0,3,111403,111403,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,10.0,3,130513,130513,0
16.0,0.0,3,134933,134933,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,0.0,3,72267,72267,0
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,111403,111403,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,10.0,3,130513,130513,0
16.0,4.0,3,103011,103011,1
16.0,10.0,3,130513,130513,0
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,1.0,3,34217,34217,1
16.0,4.0,3,103011,103011,1
16.0,10.0,3,130513,130513,0
16.0,1.0,3,109997,109997,1
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,4.0,3,103011,103011,1
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,10.0,3,130513,130513,0
16.0,0.0,3,126292,126292,0
16.0,4.0,3,103011,103011,1
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,1.0,3,71239,71239,1
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,4.0,3,103011,103011,1
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,134933,134933,1
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,0.0,3,126292,126292,0
16.0,4.0,3,103011,103011,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,79646,79646,1
16.0,0.0,3,134933,134933,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,4.0,3,119355,119355,1
16.0,1.0,3,87593,87593,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,14.0,3,90345,90345,0
16.0,4.0,3,119355,119355,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,4.0,3,119355,119355,1
16.0,1.0,3,87593,87593,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,87593,87593,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,4.0,3,119355,119355,1
16.0,1.0,3,87593,87593,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,95605,95605,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,79646,79646,1
16.0,1.0,3,34217,34217,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,0.0,3,134933,134933,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,1.0,3,34217,34217,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,95605,95605,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,95605,95605,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,4.0,3,127395,127395,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,10.0,3,130513,130513,0
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,1.0,3,95605,95605,1
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,10.0,3,117206,117206,0
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,109997,109997,1
16.0,0.0,3,85573,85573,0
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,10.0,3,117206,117206,0
16.0,10.0,3,130513,130513,0
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,0.0,3,85573,85573,0
16.0,1.0,3,109997,109997,1
16.0,0.0,3,85573,85573,0
16.0,1.0,3,115877,115877,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,1.0,3,109997,109997,1
16.0,0.0,3,85573,85573,0
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,129976,129976,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,115877,115877,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,123275,123275,1
16.0,10.0,3,117206,117206,0
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,43326,43326,1
16.0,1.0,3,123275,123275,1
16.0,1.0,3,103202,103202,1
16.0,4.0,3,75077,75077,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,4.0,3,75077,75077,1
16.0,0.0,3,72267,72267,0
16.0,1.0,3,103202,103202,1
16.0,0.0,3,72267,72267,0
16.0,10.0,3,117206,117206,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,1.0,3,103202,103202,1
16.0,0.0,3,72267,72267,0
16.0,4.0,3,75077,75077,1
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,0.0,3,72267,72267,0
16.0,1.0,3,103202,103202,1
16.0,1.0,3,103202,103202,1
16.0,0.0,3,72267,72267,0
16.0,4.0,3,129999,129999,1
16.0,4.0,3,75077,75077,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
16.0,4.0,3,129999,129999,1
