pktrate,pktperflow,Protocol,src,dst,label
296,8897,2,12.0,17.0,0.0
0,29,1,10.0,16.0,0.0
308,9258,3,9.0,15.0,1.0
269,8094,2,12.0,17.0,1.0
0,29,1,17.0,3.0,0.0
142,4288,3,10.0,16.0,1.0
447,13429,3,3.0,15.0,0.0
0,29,1,1.0,13.0,0.0
332,9985,2,0.0,6.0,0.0
449,13486,2,2.0,11.0,0.0
451,13536,3,2.0,16.0,0.0
403,12116,2,3.0,7.0,0.0
312,9389,3,9.0,15.0,1.0
0,29,1,3.0,17.0,0.0
1,30,1,0.0,11.0,0.0
313,9405,3,9.0,15.0,1.0
314,9446,3,4.0,16.0,1.0
0,29,1,14.0,3.0,0.0
317,9516,3,1.0,11.0,1.0
236,7106,3,9.0,15.0,1.0
280,8417,1,14.0,1.0,1.0
0,29,1,16.0,3.0,0.0
0,29,1,10.0,15.0,1.0
311,9357,3,10.0,13.0,1.0
0,0,1,10.0,15.0,0.0
325,9753,2,16.0,16.0,0.0
290,8727,2,1.0,11.0,1.0
288,8640,2,8.0,11.0,0.0
1,30,1,12.0,17.0,0.0
288,8665,2,18.0,12.0,1.0
451,13548,3,3.0,13.0,0.0
252,7570,3,0.0,15.0,1.0
277,8314,3,3.0,13.0,1.0
0,29,1,13.0,15.0,0.0
0,29,1,18.0,10.0,0.0
0,29,1,18.0,7.0,0.0
0,29,1,0.0,11.0,0.0
252,7570,3,0.0,15.0,1.0
313,9418,3,12.0,13.0,1.0
334,10026,1,13.0,11.0,1.0
450,13504,2,3.0,0.0,0.0
179,5387,3,2.0,11.0,1.0
450,13529,3,10.0,16.0,0.0
267,8029,1,1.0,11.0,1.0
450,13527,3,0.0,15.0,0.0
1,30,1,18.0,11.0,0.0
0,29,1,10.0,11.0,0.0
310,9314,3,1.0,15.0,1.0
300,9006,2,17.0,4.0,0.0
1,30,1,10.0,17.0,0.0
448,13463,3,10.0,16.0,0.0
1,30,1,16.0,10.0,0.0
288,8641,2,18.0,13.0,1.0
0,29,1,14.0,16.0,0.0
443,13307,3,10.0,16.0,0.0
0,29,1,18.0,7.0,0.0
309,9287,3,4.0,16.0,1.0
1,30,1,10.0,15.0,0.0
451,13536,3,1.0,11.0,0.0
1,59,1,18.0,15.0,1.0
451,13533,3,0.0,16.0,0.0
309,9271,2,3.0,8.0,1.0
1,30,1,14.0,17.0,0.0
299,8988,1,16.0,3.0,1.0
0,29,1,1.0,11.0,0.0
285,8550,2,12.0,7.0,0.0
0,29,1,18.0,5.0,0.0
1,30,1,17.0,13.0,0.0
0,22,1,18.0,9.0,0.0
280,8417,1,14.0,2.0,1.0
449,13491,2,17.0,17.0,0.0
314,9426,3,2.0,11.0,1.0
285,8575,2,12.0,6.0,1.0
1,30,1,13.0,15.0,0.0
272,8167,3,12.0,13.0,1.0
449,13485,2,16.0,12.0,0.0
0,29,1,16.0,12.0,0.0
451,13536,3,10.0,16.0,0.0
0,29,1,17.0,13.0,0.0
447,13429,3,3.0,15.0,0.0
313,9398,1,16.0,10.0,1.0
317,9535,2,4.0,0.0,1.0
314,9439,3,1.0,15.0,1.0
0,29,1,12.0,17.0,0.0
429,12883,3,2.0,13.0,1.0
442,13286,2,13.0,11.0,0.0
0,29,1,2.0,15.0,0.0
451,13538,3,0.0,16.0,0.0
215,6453,3,13.0,11.0,1.0
0,29,1,13.0,15.0,0.0
317,9516,3,4.0,11.0,1.0
0,29,1,2.0,11.0,0.0
451,13530,3,13.0,11.0,0.0
0,0,3,18.0,13.0,1.0
447,13430,3,12.0,15.0,0.0
0,0,1,0.0,15.0,0.0
0,29,1,16.0,11.0,0.0
0,29,1,17.0,3.0,0.0
153,4599,2,13.0,6.0,1.0
0,29,1,2.0,15.0,0.0
1,30,1,3.0,16.0,0.0
0,29,1,10.0,15.0,0.0
1,30,1,3.0,15.0,0.0
1,30,1,7.0,17.0,0.0
0,0,2,3.0,13.0,1.0
1,30,1,16.0,17.0,0.0
273,8216,3,10.0,11.0,1.0
310,9325,3,9.0,15.0,1.0
263,7901,3,13.0,11.0,1.0
451,13537,3,0.0,16.0,0.0
449,13494,3,14.0,16.0,0.0
0,29,1,14.0,15.0,0.0
263,7901,3,18.0,13.0,1.0
0,29,1,16.0,3.0,0.0
0,0,2,1.0,11.0,0.0
0,29,1,10.0,13.0,0.0
1,30,1,16.0,0.0,0.0
111,3334,3,2.0,11.0,1.0
450,13528,3,2.0,11.0,0.0
0,29,1,14.0,1.0,0.0
329,9872,2,3.0,0.0,0.0
273,8194,1,14.0,1.0,1.0
307,9217,3,13.0,11.0,1.0
0,29,1,13.0,15.0,0.0
288,8640,2,8.0,11.0,0.0
1,30,1,14.0,16.0,0.0
229,6879,2,3.0,15.0,0.0
292,8773,1,3.0,13.0,1.0
292,8787,2,14.0,17.0,1.0
1,30,1,14.0,3.0,0.0
263,7901,3,18.0,13.0,1.0
448,13457,3,1.0,11.0,0.0
0,29,1,13.0,1.0,0.0
309,9273,2,14.0,14.0,1.0
0,12,1,16.0,14.0,0.0
315,9456,2,18.0,3.0,0.0
0,23,1,16.0,12.0,0.0
0,29,1,12.0,13.0,0.0
333,10000,2,17.0,4.0,0.0
307,9210,3,2.0,11.0,1.0
288,8641,3,0.0,16.0,1.0
0,0,1,17.0,17.0,0.0
0,29,1,12.0,15.0,0.0
273,8210,2,12.0,7.0,1.0
78,2369,3,2.0,11.0,1.0
0,29,1,18.0,9.0,0.0
447,13420,3,12.0,13.0,0.0
0,29,1,10.0,17.0,0.0
0,0,2,14.0,14.0,1.0
0,29,1,13.0,15.0,1.0
297,8915,1,2.0,13.0,1.0
0,0,3,3.0,13.0,1.0
260,7806,2,4.0,0.0,1.0
276,8304,3,12.0,13.0,1.0
328,9843,2,17.0,0.0,0.0
0,29,1,14.0,16.0,0.0
1,30,1,6.0,15.0,0.0
275,8256,1,10.0,15.0,1.0
454,13636,2,4.0,0.0,0.0
0,29,1,17.0,1.0,0.0
592,17784,2,6.0,11.0,1.0
306,9180,3,4.0,16.0,1.0
0,29,1,18.0,10.0,0.0
449,13491,3,12.0,13.0,0.0
313,9392,2,3.0,8.0,1.0
277,8334,2,15.0,16.0,1.0
1,30,1,16.0,0.0,0.0
296,8906,2,2.0,12.0,1.0
583,17510,2,15.0,17.0,1.0
448,13466,3,10.0,11.0,0.0
0,0,2,17.0,0.0,1.0
451,13532,3,12.0,15.0,0.0
0,29,1,12.0,15.0,0.0
444,13332,2,5.0,11.0,0.0
451,13538,3,0.0,15.0,0.0
449,13495,2,16.0,12.0,0.0
301,9049,1,18.0,5.0,1.0
1,30,1,13.0,15.0,0.0
296,8905,2,2.0,12.0,1.0
0,0,3,2.0,11.0,1.0
293,8800,1,14.0,16.0,1.0
441,13234,2,0.0,5.0,0.0
289,8693,1,14.0,16.0,1.0
266,7992,2,13.0,6.0,1.0
298,8968,1,10.0,16.0,1.0
202,6086,3,1.0,15.0,1.0
446,13387,3,13.0,16.0,0.0
0,0,3,13.0,16.0,1.0
0,29,1,0.0,15.0,0.0
305,9178,2,10.0,16.0,0.0
0,0,3,1.0,16.0,1.0
443,13301,3,14.0,16.0,0.0
315,9477,3,4.0,16.0,1.0
1,30,1,14.0,3.0,0.0
0,29,1,16.0,10.0,0.0
0,0,3,18.0,13.0,1.0
325,9779,2,14.0,1.0,0.0
107,3221,2,5.0,12.0,1.0
449,13491,3,12.0,13.0,0.0
0,29,1,7.0,17.0,0.0
276,8292,2,13.0,5.0,1.0
269,8097,2,4.0,16.0,1.0
325,9760,2,3.0,0.0,0.0
320,9621,2,7.0,11.0,0.0
0,0,2,3.0,10.0,1.0
306,9184,1,2.0,11.0,1.0
0,29,1,18.0,9.0,0.0
297,8928,1,14.0,15.0,1.0
0,0,2,10.0,3.0,1.0
450,13525,3,13.0,16.0,0.0
450,13503,2,8.0,3.0,0.0
318,9545,1,3.0,13.0,1.0
450,13526,3,3.0,15.0,0.0
448,13468,3,10.0,13.0,0.0
313,9405,3,9.0,15.0,1.0
450,13525,3,13.0,16.0,0.0
446,13393,3,12.0,13.0,0.0
97,2915,2,8.0,11.0,0.0
235,7070,3,1.0,11.0,1.0
610,18328,2,13.0,11.0,1.0
0,29,1,0.0,11.0,0.0
329,9898,2,16.0,16.0,0.0
272,8168,2,1.0,3.0,1.0
1,30,1,18.0,11.0,0.0
291,8754,1,14.0,3.0,1.0
297,8913,1,12.0,17.0,1.0
0,29,1,15.0,15.0,1.0
451,13534,3,10.0,16.0,0.0
0,0,2,3.0,10.0,1.0
596,17899,2,18.0,12.0,1.0
317,9535,2,4.0,0.0,1.0
0,29,1,3.0,13.0,0.0
450,13529,3,10.0,13.0,0.0
0,2,1,3.0,13.0,0.0
305,9160,1,0.0,15.0,1.0
0,29,1,0.0,15.0,1.0
0,29,1,14.0,16.0,0.0
444,13320,2,17.0,2.0,0.0
0,0,3,9.0,15.0,1.0
451,13531,3,0.0,16.0,0.0
559,16786,2,6.0,11.0,1.0
0,29,1,10.0,13.0,0.0
261,7843,2,5.0,15.0,1.0
313,9398,1,12.0,15.0,1.0
311,9359,3,11.0,16.0,1.0
311,9334,3,4.0,16.0,1.0
450,13525,3,10.0,16.0,0.0
321,9631,2,5.0,12.0,0.0
247,7431,3,1.0,15.0,1.0
219,6582,2,7.0,11.0,0.0
294,8838,2,6.0,0.0,0.0
0,29,1,13.0,15.0,0.0
593,17799,2,14.0,10.0,1.0
0,29,1,17.0,10.0,0.0
453,13600,2,10.0,3.0,0.0
0,29,1,10.0,15.0,0.0
0,29,1,16.0,3.0,0.0
312,9381,3,18.0,13.0,1.0
306,9208,3,1.0,11.0,1.0
0,0,2,5.0,12.0,0.0
117,3523,2,2.0,11.0,0.0
315,9456,3,9.0,15.0,1.0
0,29,1,18.0,9.0,0.0
0,29,1,1.0,11.0,0.0
1,30,1,0.0,15.0,0.0
448,13442,3,18.0,13.0,0.0
595,17864,2,3.0,0.0,1.0
96,2900,3,12.0,15.0,1.0
1,30,1,0.0,11.0,0.0
451,13538,3,12.0,13.0,0.0
1,30,1,15.0,15.0,0.0
0,29,1,2.0,13.0,0.0
449,13470,2,0.0,11.0,0.0
1,30,1,2.0,11.0,0.0
0,29,1,14.0,17.0,0.0
1,30,1,10.0,15.0,1.0
126,3792,3,1.0,15.0,1.0
242,7261,3,16.0,13.0,1.0
297,8915,1,14.0,16.0,1.0
295,8855,2,13.0,6.0,1.0
453,13615,3,3.0,15.0,0.0
450,13525,3,13.0,16.0,0.0
0,29,1,16.0,10.0,0.0
567,17019,2,17.0,13.0,1.0
0,0,3,0.0,11.0,1.0
1,30,1,7.0,17.0,0.0
0,29,1,14.0,2.0,0.0
449,13498,2,14.0,1.0,0.0
443,13306,3,0.0,16.0,0.0
596,17898,2,16.0,5.0,1.0
0,29,1,12.0,1.0,0.0
334,10034,2,3.0,0.0,0.0
451,13554,3,18.0,13.0,0.0
450,13528,3,0.0,15.0,0.0
312,9376,3,18.0,13.0,1.0
297,8932,2,0.0,3.0,1.0
294,8825,3,3.0,13.0,1.0
1,30,1,3.0,17.0,0.0
0,29,1,12.0,10.0,0.0
0,29,1,16.0,10.0,1.0
0,0,1,16.0,16.0,1.0
435,13066,2,10.0,13.0,0.0
422,12679,3,3.0,13.0,1.0
0,29,1,2.0,13.0,0.0
294,8849,3,3.0,13.0,1.0
1,30,1,10.0,15.0,0.0
307,9227,2,18.0,10.0,0.0
0,5,1,13.0,15.0,1.0
0,29,1,1.0,11.0,0.0
255,7657,2,18.0,13.0,1.0
246,7388,1,17.0,10.0,1.0
326,9793,1,10.0,13.0,1.0
451,13533,3,12.0,13.0,0.0
451,13532,3,17.0,13.0,0.0
0,29,1,10.0,13.0,0.0
0,29,1,12.0,2.0,0.0
0,29,1,13.0,15.0,0.0
452,13589,2,8.0,3.0,0.0
1,30,1,12.0,2.0,0.0
0,29,1,17.0,1.0,0.0
294,8845,3,13.0,16.0,1.0
0,29,1,7.0,17.0,0.0
264,7941,2,3.0,1.0,1.0
310,9321,2,7.0,3.0,1.0
313,9404,3,11.0,16.0,1.0
310,9320,3,1.0,16.0,1.0
284,8531,1,14.0,15.0,1.0
597,17912,2,0.0,6.0,0.0
269,8071,1,2.0,1.0,1.0
1,30,1,16.0,2.0,0.0
0,0,2,14.0,16.0,1.0
0,0,3,10.0,11.0,1.0
273,8216,3,0.0,11.0,1.0
1,30,1,0.0,11.0,0.0
245,7356,3,10.0,11.0,1.0
274,8229,1,17.0,10.0,1.0
290,8706,2,13.0,17.0,1.0
0,29,1,16.0,11.0,0.0
598,17960,2,18.0,10.0,1.0
448,13466,3,10.0,11.0,0.0
311,9335,3,9.0,15.0,1.0
0,0,1,1.0,13.0,0.0
307,9210,3,2.0,11.0,1.0
293,8793,1,14.0,3.0,1.0
448,13442,3,12.0,13.0,0.0
331,9940,2,18.0,12.0,0.0
451,13531,3,13.0,16.0,0.0
308,9242,3,1.0,16.0,1.0
0,29,1,12.0,17.0,0.0
0,29,1,16.0,11.0,0.0
273,8219,1,4.0,1.0,1.0
293,8808,1,4.0,1.0,1.0
0,29,1,14.0,1.0,0.0
0,0,1,18.0,16.0,1.0
235,7070,3,12.0,13.0,1.0
451,13530,3,13.0,16.0,0.0
298,8959,1,3.0,15.0,1.0
0,29,1,12.0,1.0,0.0
0,29,1,16.0,3.0,0.0
353,10610,2,12.0,1.0,0.0
451,13538,3,2.0,11.0,0.0
0,29,1,12.0,17.0,0.0
455,13650,3,10.0,11.0,0.0
288,8668,2,18.0,11.0,0.0
451,13542,3,3.0,15.0,0.0
451,13532,3,3.0,15.0,0.0
449,13495,2,3.0,17.0,0.0
0,29,1,14.0,15.0,0.0
0,29,1,10.0,17.0,0.0
301,9055,2,13.0,6.0,1.0
245,7368,2,13.0,6.0,1.0
0,0,2,10.0,11.0,0.0
314,9442,3,11.0,16.0,1.0
0,29,1,16.0,0.0,0.0
450,13529,3,0.0,11.0,0.0
1,30,1,10.0,15.0,0.0
294,8831,1,13.0,1.0,1.0
0,0,3,13.0,16.0,1.0
0,29,1,16.0,3.0,0.0
291,8749,2,12.0,6.0,1.0
0,29,1,9.0,17.0,0.0
0,29,1,18.0,7.0,0.0
86,2604,3,4.0,16.0,1.0
328,9857,2,17.0,4.0,0.0
308,9256,3,1.0,16.0,1.0
273,8216,3,10.0,13.0,1.0
305,9156,3,11.0,16.0,1.0
0,29,1,3.0,15.0,0.0
307,9226,3,9.0,15.0,1.0
293,8806,2,3.0,10.0,1.0
451,13530,3,1.0,11.0,0.0
0,29,1,14.0,11.0,0.0
332,9987,2,5.0,0.0,0.0
1,30,1,12.0,1.0,0.0
1,30,1,3.0,16.0,0.0
0,0,3,2.0,11.0,1.0
596,17880,2,16.0,6.0,1.0
246,7398,3,1.0,16.0,1.0
451,13534,3,10.0,16.0,0.0
0,29,1,16.0,10.0,0.0
0,29,1,18.0,13.0,0.0
573,17208,2,8.0,11.0,0.0
0,29,1,12.0,17.0,0.0
448,13463,3,0.0,16.0,0.0
0,0,2,18.0,1.0,1.0
0,5,1,16.0,13.0,1.0
0,0,1,17.0,12.0,0.0
451,13533,3,0.0,16.0,0.0
0,0,1,0.0,11.0,0.0
0,29,1,1.0,11.0,0.0
0,29,1,3.0,16.0,0.0
441,13245,2,5.0,0.0,0.0
268,8040,3,4.0,16.0,1.0
307,9217,2,6.0,12.0,1.0
1,30,1,12.0,15.0,0.0
0,29,1,9.0,17.0,0.0
451,13532,3,12.0,15.0,0.0
452,13585,3,2.0,16.0,0.0
0,0,3,13.0,16.0,1.0
0,0,2,14.0,7.0,1.0
281,8440,2,17.0,12.0,1.0
449,13495,2,6.0,0.0,0.0
449,13491,3,3.0,13.0,0.0
0,3,1,2.0,15.0,0.0
276,8305,2,18.0,12.0,1.0
307,9225,3,1.0,11.0,1.0
294,8825,3,18.0,13.0,1.0
276,8283,2,17.0,13.0,1.0
270,8118,2,16.0,13.0,1.0
0,29,1,5.0,1.0,0.0
341,10245,1,2.0,11.0,1.0
312,9364,2,13.0,2.0,0.0
455,13669,3,18.0,13.0,0.0
1,30,1,14.0,3.0,0.0
1,59,1,16.0,0.0,1.0
248,7449,2,12.0,2.0,0.0
0,29,1,14.0,17.0,0.0
313,9392,2,7.0,3.0,1.0
530,15913,2,4.0,0.0,1.0
449,13499,3,16.0,13.0,0.0
0,0,3,3.0,13.0,1.0
449,13493,2,16.0,12.0,0.0
251,7531,2,0.0,4.0,1.0
451,13530,3,13.0,16.0,0.0
607,18214,2,0.0,3.0,1.0
453,13615,3,3.0,15.0,0.0
448,13464,3,10.0,16.0,0.0
451,13533,3,0.0,16.0,0.0
0,29,1,2.0,15.0,1.0
0,29,1,9.0,17.0,0.0
302,9084,1,0.0,15.0,1.0
0,28,1,16.0,10.0,0.0
0,29,1,16.0,0.0,0.0
279,8378,2,7.0,13.0,1.0
1,30,1,18.0,7.0,0.0
442,13261,2,7.0,13.0,0.0
0,29,1,16.0,2.0,0.0
290,8727,2,1.0,11.0,1.0
1,30,1,0.0,15.0,0.0
288,8641,2,14.0,17.0,1.0
308,9256,3,1.0,16.0,1.0
453,13616,3,12.0,15.0,0.0
1,30,1,15.0,15.0,0.0
446,13388,2,4.0,16.0,0.0
0,29,1,10.0,13.0,0.0
1,30,1,14.0,1.0,0.0
0,29,1,15.0,15.0,0.0
450,13502,2,5.0,0.0,0.0
251,7551,1,0.0,15.0,1.0
451,13539,3,3.0,13.0,0.0
0,0,3,4.0,16.0,1.0
273,8210,2,12.0,7.0,1.0
283,8506,2,8.0,11.0,0.0
1,30,1,16.0,2.0,0.0
451,13535,3,0.0,15.0,0.0
255,7656,2,1.0,3.0,1.0
0,29,1,18.0,9.0,0.0
1,30,1,12.0,2.0,0.0
600,18012,2,17.0,4.0,1.0
1,30,1,2.0,13.0,0.0
0,18,1,12.0,1.0,0.0
270,8118,2,14.0,16.0,1.0
447,13430,3,2.0,11.0,0.0
259,7786,2,8.0,11.0,0.0
312,9387,3,1.0,15.0,1.0
450,13526,3,12.0,15.0,0.0
0,29,1,10.0,15.0,0.0
0,29,1,3.0,13.0,0.0
0,29,1,18.0,3.0,0.0
0,29,1,18.0,13.0,0.0
1,30,1,18.0,7.0,0.0
1,30,1,16.0,3.0,0.0
450,13527,3,0.0,15.0,0.0
269,8098,2,1.0,11.0,1.0
293,8793,1,14.0,2.0,1.0
8,269,2,10.0,3.0,1.0
315,9452,3,9.0,15.0,1.0
0,29,1,10.0,17.0,0.0
314,9449,2,18.0,14.0,0.0
0,29,1,15.0,17.0,0.0
0,29,1,18.0,5.0,0.0
1,30,1,14.0,3.0,0.0
207,6216,2,13.0,17.0,1.0
331,9950,2,0.0,3.0,0.0
1,30,1,9.0,17.0,0.0
0,29,1,1.0,11.0,0.0
0,29,1,0.0,15.0,0.0
0,29,1,14.0,1.0,0.0
324,9741,3,11.0,16.0,1.0
262,7886,3,12.0,13.0,1.0
0,29,1,5.0,17.0,0.0
448,13468,3,2.0,11.0,0.0
1,30,1,0.0,15.0,0.0
0,29,1,18.0,7.0,0.0
0,29,1,17.0,1.0,0.0
0,0,2,12.0,4.0,0.0
245,7356,3,2.0,11.0,1.0
305,9168,3,12.0,13.0,1.0
0,28,1,9.0,17.0,0.0
0,29,1,2.0,11.0,0.0
449,13492,3,3.0,13.0,0.0
0,29,1,3.0,13.0,0.0
0,29,1,1.0,11.0,0.0
288,8652,1,14.0,11.0,1.0
447,13421,3,3.0,13.0,0.0
451,13552,2,0.0,16.0,0.0
277,8314,3,3.0,13.0,1.0
296,8904,1,16.0,3.0,1.0
1,30,1,16.0,14.0,1.0
0,29,1,9.0,17.0,0.0
448,13469,2,2.0,11.0,0.0
0,29,1,17.0,10.0,0.0
445,13379,2,13.0,16.0,0.0
554,16628,2,14.0,16.0,1.0
1,30,1,12.0,1.0,0.0
0,29,1,14.0,2.0,0.0
0,0,3,13.0,16.0,1.0
181,5445,2,3.0,15.0,0.0
0,29,1,18.0,9.0,0.0
1,30,1,16.0,2.0,0.0
264,7947,3,1.0,16.0,1.0
328,9840,2,18.0,14.0,0.0
1,30,1,18.0,9.0,0.0
446,13409,3,12.0,13.0,0.0
450,13527,3,14.0,16.0,0.0
616,18484,2,12.0,0.0,1.0
450,13503,2,3.0,8.0,0.0
450,13528,3,0.0,15.0,0.0
308,9242,3,1.0,16.0,1.0
315,9457,3,9.0,15.0,1.0
273,8196,3,12.0,13.0,1.0
302,9070,1,18.0,5.0,1.0
305,9155,2,16.0,5.0,0.0
1,30,1,17.0,12.0,0.0
0,0,1,15.0,15.0,0.0
317,9538,2,3.0,1.0,0.0
0,29,1,14.0,11.0,0.0
389,11678,2,4.0,11.0,0.0
287,8632,2,3.0,10.0,1.0
1,30,1,2.0,1.0,0.0
287,8629,2,12.0,7.0,0.0
0,29,1,15.0,1.0,0.0
0,29,1,16.0,3.0,0.0
307,9232,3,1.0,15.0,1.0
446,13399,2,13.0,6.0,0.0
307,9217,2,5.0,12.0,1.0
0,0,3,11.0,16.0,0.0
451,13535,3,12.0,15.0,0.0
96,2900,3,12.0,15.0,1.0
303,9107,2,0.0,3.0,0.0
276,8292,2,13.0,16.0,1.0
306,9180,3,4.0,16.0,1.0
296,8898,2,10.0,12.0,1.0
264,7927,2,14.0,12.0,1.0
235,7070,3,10.0,11.0,1.0
0,29,1,3.0,16.0,0.0
0,29,1,15.0,1.0,0.0
298,8948,2,12.0,1.0,0.0
1,30,1,10.0,16.0,0.0
343,10293,2,4.0,0.0,0.0
450,13529,3,2.0,16.0,0.0
311,9359,3,11.0,16.0,1.0
1,30,1,3.0,16.0,0.0
1,30,1,16.0,0.0,0.0
450,13525,3,13.0,16.0,0.0
333,9991,2,14.0,14.0,0.0
446,13409,3,17.0,13.0,0.0
1,30,1,12.0,1.0,0.0
454,13649,3,17.0,13.0,0.0
308,9266,3,4.0,16.0,1.0
272,8167,3,3.0,13.0,1.0
0,29,1,16.0,12.0,0.0
539,16194,2,17.0,15.0,1.0
307,9232,3,1.0,15.0,1.0
298,8969,2,6.0,0.0,0.0
439,13199,2,17.0,15.0,0.0
0,29,1,0.0,15.0,0.0
0,29,1,16.0,13.0,0.0
291,8738,1,0.0,15.0,1.0
0,29,1,14.0,16.0,0.0
0,0,1,3.0,15.0,0.0
311,9354,3,4.0,16.0,1.0
317,9516,3,1.0,11.0,1.0
0,29,1,14.0,11.0,0.0
324,9741,3,11.0,16.0,1.0
281,8433,1,3.0,15.0,1.0
0,0,3,1.0,15.0,1.0
0,29,1,0.0,15.0,0.0
319,9584,2,7.0,11.0,0.0
0,0,3,1.0,11.0,0.0
0,20,1,12.0,1.0,0.0
315,9456,3,9.0,15.0,1.0
0,29,1,17.0,3.0,0.0
1,58,1,15.0,15.0,1.0
0,29,1,2.0,15.0,0.0
449,13492,3,18.0,13.0,0.0
0,29,1,12.0,1.0,0.0
443,13309,3,10.0,11.0,0.0
274,8246,2,6.0,12.0,1.0
298,8961,1,10.0,15.0,1.0
308,9258,3,9.0,15.0,1.0
253,7597,3,1.0,16.0,1.0
278,8362,2,6.0,11.0,1.0
442,13289,2,0.0,6.0,0.0
306,9184,1,10.0,13.0,1.0
453,13601,3,1.0,11.0,0.0
0,29,1,14.0,10.0,0.0
1,30,1,18.0,14.0,0.0
336,10084,2,13.0,17.0,0.0
0,0,2,14.0,7.0,1.0
440,13212,3,2.0,11.0,0.0
447,13422,2,17.0,17.0,0.0
450,13529,3,13.0,11.0,0.0
453,13616,3,12.0,15.0,0.0
207,6217,2,10.0,12.0,1.0
283,8510,1,2.0,15.0,1.0
492,14768,2,6.0,0.0,0.0
1,30,1,17.0,15.0,0.0
449,13485,2,13.0,17.0,0.0
450,13526,3,3.0,15.0,0.0
279,8396,2,12.0,17.0,1.0
0,0,2,0.0,4.0,1.0
296,8895,2,10.0,3.0,1.0
0,29,1,14.0,17.0,0.0
247,7431,3,1.0,15.0,1.0
0,0,2,7.0,3.0,1.0
288,8641,3,0.0,16.0,1.0
451,13534,3,10.0,16.0,0.0
448,13468,3,1.0,11.0,0.0
297,8924,1,16.0,0.0,1.0
449,13474,3,13.0,16.0,0.0
0,29,1,2.0,11.0,0.0
301,9056,1,18.0,3.0,1.0
451,13532,3,1.0,11.0,0.0
298,8962,2,8.0,11.0,0.0
0,29,1,12.0,15.0,0.0
0,29,1,12.0,17.0,0.0
312,9360,3,1.0,16.0,1.0
443,13305,2,18.0,13.0,0.0
455,13663,3,13.0,16.0,0.0
448,13444,2,17.0,4.0,0.0
0,29,1,2.0,11.0,0.0
443,13308,3,0.0,15.0,0.0
422,12679,3,2.0,11.0,1.0
0,29,1,2.0,15.0,0.0
281,8441,2,3.0,10.0,1.0
451,13533,3,10.0,16.0,0.0
331,9939,2,8.0,3.0,0.0
0,0,2,18.0,1.0,1.0
300,9017,2,12.0,1.0,0.0
293,8819,2,1.0,11.0,1.0
0,29,1,1.0,13.0,0.0
1,30,1,0.0,11.0,0.0
1,30,1,12.0,15.0,0.0
0,29,1,18.0,7.0,0.0
311,9354,3,4.0,16.0,1.0
449,13495,2,3.0,17.0,0.0
0,29,1,12.0,1.0,0.0
583,17504,2,17.0,4.0,1.0
255,7674,3,2.0,11.0,1.0
294,8849,3,2.0,11.0,1.0
443,13307,3,10.0,16.0,0.0
236,7098,2,12.0,8.0,0.0
308,9258,3,9.0,15.0,1.0
312,9373,3,9.0,15.0,1.0
0,29,1,16.0,2.0,0.0
451,13536,3,12.0,13.0,0.0
311,9350,3,1.0,16.0,1.0
272,8180,2,14.0,16.0,1.0
1,30,1,14.0,17.0,0.0
309,9287,3,4.0,16.0,1.0
288,8641,2,15.0,13.0,1.0
299,8994,1,10.0,17.0,1.0
295,8875,2,3.0,8.0,1.0
1,30,1,5.0,1.0,0.0
1,30,1,18.0,13.0,0.0
0,29,1,14.0,15.0,0.0
450,13528,3,1.0,11.0,0.0
450,13525,3,2.0,16.0,0.0
214,6422,3,10.0,11.0,1.0
310,9306,3,11.0,16.0,1.0
207,6237,3,1.0,15.0,1.0
0,29,1,16.0,14.0,0.0
0,29,1,2.0,1.0,0.0
452,13564,2,3.0,8.0,0.0
1,30,1,17.0,12.0,0.0
337,10137,1,2.0,11.0,1.0
0,29,1,12.0,1.0,0.0
449,13474,2,8.0,3.0,0.0
0,29,1,7.0,17.0,0.0
0,29,1,0.0,15.0,0.0
303,9109,3,1.0,16.0,1.0
313,9400,3,9.0,15.0,1.0
0,29,1,10.0,15.0,0.0
0,29,1,2.0,1.0,0.0
290,8726,1,16.0,3.0,1.0
0,29,1,7.0,17.0,0.0
451,13533,3,10.0,16.0,0.0
285,8553,2,7.0,11.0,0.0
1,30,1,3.0,16.0,0.0
1,30,1,17.0,13.0,0.0
1,30,1,16.0,0.0,0.0
313,9407,2,0.0,15.0,0.0
0,29,1,7.0,17.0,0.0
451,13539,3,3.0,13.0,0.0
1,30,1,17.0,3.0,0.0
0,29,1,16.0,10.0,0.0
96,2900,3,12.0,15.0,1.0
308,9258,3,9.0,15.0,1.0
312,9376,3,12.0,13.0,1.0
1,30,1,16.0,14.0,0.0
241,7237,2,8.0,11.0,0.0
1,30,1,3.0,15.0,0.0
0,29,1,18.0,15.0,1.0
300,9008,3,0.0,11.0,1.0
207,6237,3,1.0,15.0,1.0
313,9400,3,9.0,15.0,1.0
78,2369,3,12.0,13.0,1.0
450,13503,2,8.0,3.0,0.0
533,16006,2,4.0,16.0,1.0
276,8304,2,12.0,6.0,1.0
263,7907,2,13.0,6.0,1.0
0,29,1,16.0,16.0,0.0
273,8216,3,10.0,11.0,1.0
443,13296,2,12.0,4.0,0.0
319,9571,2,13.0,2.0,0.0
0,0,2,12.0,5.0,0.0
0,29,1,16.0,2.0,0.0
0,29,1,18.0,7.0,0.0
0,0,3,0.0,15.0,1.0
312,9387,3,1.0,15.0,1.0
